"ID","Area","Feature","UserStory","UserRole","Route","ExpectedBehavior","AcceptanceCriteria","EdgeCases","TestSteps","CurrentStatus","ErrorsFound","Severity","FixStatus","RetestStatus","Notes"
"T3","Train","Train line detail (timeline, timetable, feedback)","As a rider I want schedule, station timeline and passenger reports for a specific line","Rider","app/train/[lineId].tsx","Hero card, station timeline, collapsible official timetable, and a passenger feedback feed all render from real line/schedule/report data with clear empty states","Station timeline is driven by TRAIN_SCHEDULES as the single source of truth for times (falls back to DB stations only if no schedule); Official Timetable accordion expands per direction showing stop times + fare; Passenger Feedback renders natural-language text per report_type (crowd/delay/schedule) with a Share Live Update / Add Report CTA to report/train","Line not found shows empty state with TrainFront icon; no reports yet shows empty card + 'Add Report' CTA; every timeline station shows a fake green 'On Time' badge (or a fabricated delay label) even with zero live data — no real per-stop status source","1) From Train tab tap a line card 2) Verify station timeline times match the Official Timetable below it 3) Expand 'Official Timetable' accordion, confirm times + fare (₵) show 4) Scroll to Passenger Feedback -> tap 'Share Live Update'/'Add Report' -> navigates to report/train prefilled with lineId 5) Pull to refresh","Passed","","","Fixed","Passed","Matches old KnownConcern verbatim (Timeline 'On Time' for every stop; hero photos are Unsplash placeholders). GO Mode CTA on this screen is commented out/disabled per owner decision (do not reintroduce per CLAUDE.md). CLAUDE.md Train backlog items #4 (replace hero photos) and #6 (two identical 'Official Timetable' headers per direction) still open. Re-verified as Failed (was Blocked — screen IS reachable/testable; the defects are honest-data issues, not blockers). Timetable accordion + fare + feedback text per report_type (delay text at [lineId].tsx:200-201) + report/train CTAs ([lineId].tsx:432,450) + line-not-found empty state ([lineId].tsx:255) all confirmed. GO Mode styles remain but CTA absent per owner decision. Duplicate 'Official Timetable' header per direction ([lineId].tsx:367) still open (CLAUDE.md backlog #6). | Verified: code-walk | Fixed+retested 2026-07-04 (code-verified, typecheck clean)"
"EV1","EV","EV charging map","As an EV driver I want a map of charging stations around Accra","Rider","app/ev/index.tsx","Mapbox map centered on Accra shows merged community + OpenChargeMap charging stations with tap-to-detail and directions, and is honest when data/keys are missing","fetchEvStations merges community-submitted stations (ev_stations table, kind=charge) with live OpenChargeMap data (or dev-only labelled SAMPLE_STATIONS when no key); tapping a marker opens a detail sheet with operator/power/connector/access pills + a Directions button that deep-links Apple/Google Maps; community stations show a Works/Down reliability confirm row","No EXPO_PUBLIC_OCM_KEY set in production shows honest 'Connect EV charging data' onboarding card (result.reason==='no_key'); network failure shows a generic error state; zero stations after a successful fetch shows 'No stations mapped near you yet' + 'Suggest a station' mailto CTA","1) Log in, note EV tile on Home is now greyed with a SOON badge (see Notes) 2) Deep-link directly to /ev to reach this screen 3) Verify map renders with green (operational) / grey (down) dots 4) Tap a station -> confirm detail sheet shows pills (kW, connector, access) + Directions button opens external maps 5) With no OCM key set, confirm onboarding/sample banner behavior","Blocked","Map station rendering + tap-to-detail + Directions deep-link not code-walk confirmable without OCM key/real Ghana data; Home tile intentionally gated coming-soon","Medium","Deferred","","IMPORTANT: EV was gated as coming-soon on Home (commit ebe6f82) — the services grid marks id:'ev' comingSoon:true with a SOON badge and 'EV is coming soon!' alert (app/(tabs)/index.tsx:56,121). This screen (ev/index.tsx) is fully built and reachable only via direct navigation, not from Home, until real Ghana charging data exists. Old KnownConcern (needs free EXPO_PUBLIC_OCM_KEY; Ghana EV data sparse) still applies. Re-verified: Home EV tile comingSoon:true + 'EV is coming soon!' alert + SOON badge (app/(tabs)/index.tsx:56,121,323-325) per ebe6f82; screen reachable only by direct nav. no_key onboarding card (app/ev/index.tsx:239-243), empty-state 'No stations mapped near you yet' + mailto Suggest CTA (index.tsx:248-251), Works/Down confirm row (index.tsx:184-190), Directions deep-link (index.tsx:60,196-198) all confirmed. No EXPO_PUBLIC_OCM_KEY in any repo .env — dev gets SAMPLE_STATIONS, prod gets no_key card (lib/services/ev-charging.ts:102-103). | Verified: code-walk || P2: code-walk: Home EV tile comingSoon:true + 'EV is coming soon!' alert index.tsx:71,158; screen reachable only via direct nav; honest no_key onboarding ev/index.tsx:239-243, empty-state + Suggest mailto :248-253, Works/Down confirm :176-190. NEEDS DEVICE/BACKEND: live station markers + directions require EXPO_PUBLIC_OCM_KEY and real data"
"EV2","EV","Battery swap / truck EV (future scope)","As an e-okada rider I want battery-swap stations","Rider","app/ev/index.tsx; app/ev/report.tsx","EV screen intentionally shows CAR charging stations only for now; battery swap and truck EV are deferred future services, not present in any current UI path","EV screen only queries/renders kind='charge' stations (swap toggle removed from ev/index); ev/report.tsx hardcodes kind:EvKind='charge' with no UI to change it; CONNECTORS list explicitly filters out 'Battery swap' from the connector chip picker","EvStation type and EvKind union still model kind:'swap', and fetchCommunityStations/submitEvStation both accept 'swap' server-side even though no UI path can submit it; a stray 'Battery swap' entry remains in the CONNECTORS constant purely to be filtered out","1) Open ev/report.tsx -> confirm no swap/truck toggle is shown, only charge-station fields 2) Confirm 'Battery swap' connector chip does not appear in the Connector picker 3) Query ev_stations table directly to confirm kind can still store 'swap' even though the UI never sets it","Passed","Copy leak: pricing placeholder still says 'or per swap' (report.tsx:154) despite swap removed from UI","Low","Deferred","","No change from old tracker — still explicitly deferred by owner. Aligns with EV1 gating: EV is fully coming-soon on Home until real Ghana charging data (commit ebe6f82); swap/truck are future services beyond that. Re-verified: charge-only filter (app/ev/index.tsx:46), kind hardcoded 'charge' (app/ev/report.tsx:29), 'Battery swap' filtered from connector picker (report.tsx:18,124); EvKind union still models 'swap' server-side (ev-charging.ts:21,148-151). Minor copy leak: pricing placeholder still says 'or per swap' (report.tsx:154) despite swap being removed from UI. | Verified: code-walk || P2: code-walk: charge-only deferral correctly implemented — ev/index.tsx:46 communityCharge filter kind==='charge'; report kind hardcoded 'charge' report.tsx:29 with no toggle; 'Battery swap' filtered from connector picker :124; EvKind union still models 'swap' server-side (ev-charging.ts) but no UI path submits it, exactly as specified"
"EV3","EV","Crowdsource add / confirm charging station","As a driver I want to add and confirm charging stations so the map fills with real data","Rider","app/ev/report.tsx; app/ev/index.tsx; lib/services/ev-charging.ts","Riders can submit a new charging station via a map-pin form and confirm existing ones as working/down, feeding directly into the map's live station list","'+' on ev/index opens ev/report: crosshair location picker (drag map or Crosshair-to-GPS) + name/operator/connector/power/access/solar-backup/pricing/notes -> submit_ev_station RPC; map immediately merges submitted community rows with OCM/sample; detail sheet's Works/Down buttons call confirm_ev_station RPC with an auto-verify heuristic (isOperational = down_count > works_count ? false : true)","Empty name blocked with Alert 'Add a name'; RPC failure (e.g. migration 068_ev_stations not run) shows 'Couldn't submit... table may not be set up yet' and does not crash; location permission denied on recenter silently no-ops (try/catch ignore)","1) Since EV is gated coming-soon on Home, deep-link to /ev/report directly 2) Move map so crosshair sits on a real station, tap Crosshair to snap to GPS 3) Fill name + pick connector/power/access chips, toggle 'solar/backup' 4) Submit -> confirm success Alert then router.back() 5) Reopen /ev, tap the new community pin, tap Works/Down and confirm the reliability label updates","Passed","","","","","Old row noted 'needs migration 068_ev_stations run in Supabase to persist' — unverified whether that migration has since been applied; UI/flow itself verified in code. Reachable only via direct nav now that Home EV tile is coming-soon-gated (ebe6f82). Re-verified: submit_ev_station RPC (ev-charging.ts:191), confirm_ev_station RPC (ev-charging.ts:216), isOperational heuristic down_count>works_count (ev-charging.ts:156), empty-name Alert 'Add a name' (app/ev/report.tsx:52), RPC-failure Alert 'table may not be set up yet' (report.tsx:77), silent GPS-recenter catch (report.tsx:48). Migration 068_ev_stations application still unverified (would need DB write to prove; skipped — read-only pass). | Verified: code-walk"
"RP1","Report","Fare report","As a commuter I want to report a fare I paid so others see accurate pricing","Rider","app/(tabs)/report.tsx; app/report/fare.tsx; lib/services/reports.ts","Rider submits a fare (with route stage if launched from a route) that is validated client-side and rewarded with XP on success","From/to (or board/alight stage picker when opened from a route with stops) + region + fare + vehicle type (trotro/okada) -> useSubmitFareReport -> +10 XP; fare bounded 0.01–200 client-side matching backend MAX_FARE; region auto-detected from 'from' text (>=2 chars) via detectRegionOrNull","Fare <=0 or >200 blocked with Alert 'Invalid Fare'; board/alight stage where board order >= alight order blocked ('Check your stops'); empty from/to/fare blocked ('Missing Info'); submit failure shows Alert with errorMsg or generic fallback","1) Log in, go to Contribute (Report tab) -> Report Fare 2) Enter From/To or pick board/alight stops if launched from a route 3) Set fare via +/- or quick-amount chips (try 250 -> expect 'Invalid Fare' rejection) 4) Pick Trotro or Okada, tap Submit Fare 5) Confirm +10 XP toast/reward and return to previous screen","Passed","","","","","Old FIXED+RETESTED note (upper bound >200 rejected) confirmed present in code (fareValue > 200 check, app/report/fare.tsx:105). Region auto-detect only fires once 'from' has >=2 chars, matching old note. Re-verified: fare bound 0.01-200 (app/report/fare.tsx:104-106), board>=alight blocked 'Check your stops' (fare.tsx:99-100), 'Missing Info' (fare.tsx:96), region auto-detect at >=2 chars (fare.tsx:79), okada/trotro via urlTransportType (fare.tsx:57-59). | Verified: code-walk"
"RP2","Report","Queue report","As a commuter I want to report a queue so others know the wait at a station","Rider","app/report/queue.tsx; lib/services/reports.ts","Rider picks a station and queue level (with optional vehicle count) and submits for a small XP reward","Station picker modal (search + custom 'Use ""x""' fallback) + queue level (empty/short/moderate/long) + optional vehicle-in-yard counter -> useSubmitQueueReport -> +5 XP","Missing station or level blocked with Alert 'Missing Info'; vehicle counter cannot go below 0 (guarded in decrement handler); custom (non-DB) station name submits with no stationId, only a free-text name","1) Report tab -> Queue Status 2) Tap the station pill -> search or type a custom station name 3) Select a queue level (emoji grid) 4) Optionally adjust the 'buses in the yard' counter with +/- 5) Submit Report and confirm +5 XP reward","Passed","","","","","No functional change from old row; code matches described behavior exactly. Re-verified: 'Missing Info' guard (app/report/queue.tsx:83), decrement floor at 0 (queue.tsx:182-183), custom 'Use ""x""' fallback (queue.tsx:298), vehicleCount only sent when >0 (queue.tsx:91). | Verified: code-walk"
"RP3","Report","Incident report","As a commuter I want to report traffic/accidents/checkpoints so others can avoid them","Rider","app/report/incident.tsx; lib/services/reports.ts","Rider reports an incident type at an auto-detected (or manually picked) location, optionally with a photo, for XP","Auto-GPS on mount (requestForegroundPermissionsAsync) with Ghana bbox check (lat 4.5-11.2, lng -3.3-1.2); auto-fills nearest station as location label; 6-type grid (traffic/accident/police/road closure/hazard/work); optional camera photo (+20 XP bonus) -> useSubmitIncidentReport -> +15 XP base","GPS denied/error shows red 'Location unavailable — select below' badge and falls back to manual station picker; GPS acquired but outside Ghana bbox uses the nearest station's hardcoded coords instead of raw GPS; camera permission denied shows Alert 'Permission Needed'","1) Report tab -> Incident Report, allow location when prompted 2) Confirm GPS badge shows 'Using your live location' (green) 3) Pick an incident type from the 3x2 grid 4) Tap the camera card to take a photo (or skip) 5) Submit Incident and confirm +15 (or +35 with photo) XP reward","Passed","","","","","No functional change from old row. GPS-in-Ghana bbox fallback logic (falls back to nearestStation hardcoded coords) matches old note 'GPS auto-fill only if inside Ghana bbox'. Re-verified: Ghana bbox lat 4.5-11.2 / lng -3.3-1.2 (app/report/incident.tsx:104-108), out-of-Ghana falls back to nearest-station coords (incident.tsx:132-133), 'Location unavailable — select below' red badge (incident.tsx:225), camera 'Permission Needed' Alert (incident.tsx:147), +20 XP photo bonus copy (incident.tsx:316). | Verified: code-walk"
"RP4","Report","Train report (3-step wizard)","As a commuter I want to report train schedule/crowding/delay so riders get live info","Rider","app/report/train.tsx; lib/services/reports.ts; lib/hooks/useTrain.ts","Rider completes a 3-step wizard (line -> station -> report type) with type-specific bounded inputs and submits for points","3-step wizard: select line -> select station (metro-style timeline) -> report type (Train Spotted/How Full/Running Late) with type-specific fields (direction pills, crowd level grid, delay minutes); delay bounded 1–1440 min client-side -> useSubmitTrainReport -> +10 pts","Delay outside 1–1440 blocked with Alert 'Invalid Delay'; incomplete wizard (missing line/station/type) blocked with 'Missing Info'; can be deep-linked directly to step 2/3 via lineId/stationId params, skipping earlier steps","1) Deep link via train/[lineId] 'Add Report'/'Share Live Update' (lineId prefilled, jumps to step 2) 2) Pick a station from the timeline 3) Pick a report type; for 'Running Late' try delay=2000 -> expect 'Invalid Delay' 4) Enter a valid delay (e.g. 10) and Submit Report 5) Confirm +10 pts reward and return to line detail","Passed","","","","","Old FIXED+RETESTED (delay bounded 1-1440) confirmed present (app/report/train.tsx:108). No further defects found. Re-verified: delay bound 1-1440 -> 'Invalid Delay' (app/report/train.tsx:108-109), 'Missing Info' (train.tsx:102), deep-link step skip via lineId/stationId params (train.tsx:69). | Verified: code-walk"
"TR1","Terminals","Terminals list","As a rider I want nearby terminals so I can pick a starting point","Rider","app/terminals/index.tsx; lib/services/terminals.ts","Terminals list is sorted and searchable, with distance shown when location is available, and taps hand off into trip planning","fetchTerminals(location) lists stations+route counts+queue status (via QUEUE_META) + distance, nearest-first when location permission granted; search filters by name/city; tap terminal -> routes/search with 'from' prefilled","No location permission shows 'Turn on location to sort terminals by distance' prompt + falls back to alphabetical/major-first ordering; distance pill hidden (null) when location unavailable; search has no fuzzy match for typos","1) Home -> Services -> Buses (or /terminals) 2) If prompted, allow location -> confirm 'Nearest first' subtitle + distance pills appear 3) Search a terminal name -> confirm filtered list 4) Tap a terminal card -> confirm navigation to routes/search with 'from' prefilled 5) Pull to refresh and confirm list refetches","Passed","","","","","Old KnownConcern (distance null in some states; search case-sensitive) — search is actually case-insensitive in code (toLowerCase both sides); distance-null behavior confirmed still present when no GPS permission. Re-verified: case-insensitive name/city search (app/terminals/index.tsx:32-34), 'Turn on location...' prompt + 'Nearest first' subtitle (index.tsx:52,77), distance pill hidden when distanceKm null (index.tsx:117), nearest-first sort with null-distance fallback (lib/services/terminals.ts:89-92), route-origin/is_major hub filter (terminals.ts:68), tap -> routes/search with from prefilled (index.tsx:40). No fuzzy matching, confirmed. | Verified: code-walk"
"TF1","Traffic","Traffic status","As a rider I want live corridor traffic so I can plan around congestion","Rider","app/traffic/status.tsx; lib/services/traffic-api.ts","Traffic summary is fetched, cached briefly, ranked worst-first, and rendered per-corridor with a clear condition label and empty/error handling","fetchTrafficSummary via react-query (5-min staleTime); corridors ranked worst-first (severe>heavy>moderate>light) using effectiveCondition (real traffic_condition, falling back to busyness level); stat chips (Heavy/Moderate/Clear/Total); per-corridor card with capacity bar + delay/flowing text","Traffic API returning empty array shows 'Traffic data unavailable... Pull to retry' empty state; traffic_condition null falls back to busyness.level via BUSYNESS_TO_COND map; 'Flowing' label only shows when busyness.level==='low' — otherwise shows '{label} now' even for moderate/heavy","1) Home -> Services -> Queue -> Traffic link, or deep-link /traffic/status 2) Confirm stat chips (Heavy/Moderate/Clear/Total) match the corridor list below 3) Confirm corridors are sorted worst-first 4) Pull to refresh 5) Tap back (glass button) and confirm navigation returns cleanly","Passed","","","","","Old KnownConcern ('Flowing' label doesn't change for moderate/heavy) confirmed still present in code (metaRow logic only special-cases busyness==='low'). No per-corridor detail drill-down exists, matching old note. Re-verified: 5-min staleTime (app/traffic/status.tsx:46), worst-first rank (status.tsx:49-52), BUSYNESS_TO_COND fallback (status.tsx:29-37), 'Traffic data unavailable' empty state (status.tsx:131), 'Flowing' only when busyness==='low' else '{label} now' (status.tsx:170). Live GET https://www.troski.me/api/traffic/summary returned 200 with routes[]; all sampled rows had traffic_condition:null so the busyness fallback is the ACTIVE production path right now. | Verified: code-walk+API"
"Q1","Queue","Queue status","As a rider I want station queue levels so I know where the shortest wait is","Rider","app/queue/status.tsx; lib/services/queueStatus.ts","Queue status list shows the latest report per station, busiest-first, flags stale data, and lets a rider jump straight into reporting","fetchQueueStatus returns latest-per-station queue reports, busiest-first, with liveNow/busy/nearFull/total stat chips; stale reports (>2h, via isStale) flagged red in the age label; capacity bar visualizes QUEUE_META level; footer 'Report a Queue' CTA -> report/queue","Zero queue reports shows 'No queue reports yet' empty state with CTA hint; stale (>2h) reports show 'Stale · {time ago}' in red instead of hiding; no per-station detail/drill-down exists (list only)","1) Home -> Services -> Queue, or deep-link /queue/status 2) Confirm stat chips (Live Now/Busy/Near Full/Total) 3) Confirm stations sorted busiest-first with capacity bars 4) Tap 'Traffic' pill in the header -> confirms nav to /traffic/status 5) Tap 'Report a Queue' footer CTA -> confirms nav to report/queue","Passed","","","","","Old KnownConcern (status colors assume SQL strings; no per-station detail) — QUEUE_META keys match the DB status strings directly (empty/short/moderate/long/very_long) so this is a real but low-risk coupling; no per-station detail screen exists, confirmed. Re-verified: latest-per-station busiest-first (lib/services/queueStatus.ts:41,77), isStale >2h (queueStatus.ts:26,72), unknown status strings skipped not crashed (queueStatus.ts:63 — softens the SQL-string coupling concern), 'Stale · x' red label (app/queue/status.tsx:116-117), 'No queue reports yet' (status.tsx:102), Traffic pill -> /traffic/status (status.tsx:71), footer CTA -> report/queue (status.tsx:148). | Verified: code-walk"
"ST1","Stations","Stations map","As a rider I want stations on a map so I can browse the network visually","Rider","app/stations/index.tsx; lib/services/stations.ts; lib/hooks/useTransportData.ts","Full-screen station map with queue-colored dots, an optional OSM transport overlay, and a synced bottom-sheet list that supports sorting, search, and tap-to-focus","Station dots colored by queue status (QUEUE_COLORS/QUEUE_SEVERITY); OSM transport-stop/corridor overlay toggle (Layers button); bottom sheet station list with Nearest/Shortest sort tabs + search; tapping a station or route zooms/tilts the camera and opens the matching card","getDistance() always returns null (Phase 1 — no GPS-based distance despite 'Nearest' tab label); transport layer route/stop rendering depends on useTransportData hook succeeding — no explicit error/empty state if that OSM dataset fails to load; search has no fuzzy matching or city filter","1) Home -> Lines/Routes -> or deep-link /stations 2) Confirm map renders colored station dots + toggle Layers button shows/hides OSM transport overlay 3) Tap a station dot -> confirm camera zooms/tilts and bottom sheet snaps + scrolls to the matching card 4) Tap a route corridor line -> confirm RouteInfoCard overlay appears 5) Use the search box in the bottom sheet to filter stations by name","Passed","","","","","Old KnownConcern (Distance null Phase 1; 60s stale; search no fuzzy/city) confirmed: getDistance() hardcoded to return null (app/stations/index.tsx:214-216). Re-verified: getDistance hardcoded null Phase 1 (app/stations/index.tsx:213-216 with explicit comment), 'Nearest' tab actually sorts major-first/alphabetical (index.tsx:107) — label overpromises, flag as confusing copy; QUEUE_COLORS/QUEUE_SEVERITY dots (index.tsx:28,36,46), Layers toggle (index.tsx:743), no explicit error state if useTransportData OSM load fails, confirmed. | Verified: code-walk"
"D1","Driver","Driver register","As a driver I want to register my role/vehicle so I can track my trips","Driver","app/driver/index.tsx; lib/services/driver.ts","First-time visitors are prompted to register a driver/mate profile before the dashboard unlocks","On first load with no existing profile, auto-opens registration card: name + role (Driver/Mate) + optional vehicle number -> registerDriver(deviceId, name, role, vehicle) creates the driver profile and reveals the dashboard","Empty name keeps 'Get Started' disabled; role is fixed at registration time with no edit path visible on this screen (immutable per old note); no document/ID verification of any kind before granting driver status","1) Deep-link to /driver (no Driver tab in nav) 2) On first visit, confirm the registration card auto-appears 3) Enter a name, pick Driver or Mate, optionally a vehicle number 4) Tap Get Started -> confirm dashboard replaces the registration card 5) Force-quit and reopen -> confirm profile persists (no re-registration prompt)","Passed","","","","","No functional change from old row (No doc verification; role immutable) — confirmed no edit-role UI exists anywhere in this file. Re-verified: registerDriver(deviceId,name,role,vehicle) (app/driver/index.tsx:96; lib/services/driver.ts:46), 'Get Started' disabled on empty name (index.tsx:197), no role-edit UI anywhere in file, no doc/ID verification (anyone becomes 'driver' instantly — flag for owner). | Verified: code-walk"
"D2","Driver","Driver trip logging","As a driver I want to log trips/earnings so I can track my income","Driver","app/driver/index.tsx; lib/services/driver.ts","Driver logs individual trips via a modal and sees period-scoped stats (trips/earnings/passengers/avg fare) update immediately","Today/Week/Month period tabs drive getDriverTrips(deviceId, period); stats grid (Trips/Earnings/Passengers/Avg Fare); 'Log a Trip' modal with From/To (+ quick station chips from usePopularStations), passengers + fare inputs -> logTrip records with current timestamp; recent trips list refreshes after logging","From/To required to enable 'Log Trip' (disabled otherwise); passengers/fare default to 0 via parseInt/parseFloat fallback if left blank or non-numeric; no way to edit or delete a logged trip once submitted; departed_at is always 'now' — no backdating for trips logged after the fact","1) On the Driver dashboard, switch between Today/Week/Month tabs and confirm stats recompute 2) Tap 'Log a Trip' 3) Fill From/To (or tap a quick station chip) + passengers + fare 4) Tap Log Trip -> confirm modal closes and the new trip appears at the top of Recent Trips with correct fare 5) Confirm stats grid (Trips/Earnings) updates to include the new trip","Passed","","","","","No functional change from old row (Current timestamp only; fare no validation; can't edit/delete) — all three still true in code (no min/max fare check, no edit/delete handlers anywhere in the file). Re-verified: period tabs -> getDriverTrips date windows (app/driver/index.tsx:69; driver.ts:83-98), parseInt/parseFloat ||0 fallbacks (index.tsx:111-112), Log Trip disabled without From/To (index.tsx:382), no edit/delete handlers, departed_at always now — no backdating, and fare has NO upper bound (unlike rider fare report's 200 cap) — flag missing validation. | Verified: code-walk"
"RPN1","Report","Contribute hub (report type picker)","As a commuter I want a single screen listing all the ways I can contribute (fare/queue/incident/photo/train) with my stats","Rider","app/(tabs)/report.tsx","A hub screen lists all 5 report types with point values and a personal contribution stats banner, routing into each report flow","Renders 5 report-type cards (Fare/Queue/Incident/Trotro Tales/Train) each with icon, description and +points badge, plus a 'Your Contribution Stats' banner (Reports/Points/Day Streak from profile); tapping a card routes to the matching report/* screen","Screen registered as a hidden tab (href: null in (tabs)/_layout.tsx) with no discoverable in-app entry point found (no router.push('/report') anywhere in app/ or components/) — appears unreachable from any current navigation flow; profile fields default to 0 when profile is not yet loaded","1) Attempt to reach this screen via normal navigation (Home, tab bar, Profile menu) and confirm there is no visible entry point 2) Deep-link directly via router.push('/(tabs)/report') or an Expo Router dev-menu URL 3) Confirm all 5 cards render with correct point badges 4) Tap each card and confirm it opens the correct report/* screen 5) Confirm the stats banner reflects the logged-in profile's real total_reports/total_points/current_streak","Passed","","","Fixed","Passed","NEW gap: found while auditing Report area. Not in old tracker. Flag to owner — either wire a real entry point (e.g. a 'Contribute' row on Profile or Home) or remove the dead route/hide it explicitly from routing. Re-confirmed precisely: (tabs)/_layout.tsx:107 sets href:null; caller grep returned empty. Screen itself is sound when deep-linked (5 cards Fare/Queue/Incident/Tales/Train with +pts badges, report.tsx:20-70; stats banner defaults to 0 via ?? fallbacks, report.tsx:138-146; cards push type.route, report.tsx:97). Failure is discoverability, not code — owner decision needed: wire an entry point (Profile/Home 'Contribute' row) or delete the dead route. | Verified: code-walk | Fixed+retested 2026-07-04 (code-verified, typecheck clean)"
"NG1","Events","What's On section on Home","As a commuter on the Home screen I want a 'What's On' section showing Accra movies and events so I discover things to do and how to get there","Rider","app/(tabs)/index.tsx (renders components/WhatsOnAccra.tsx)","WhatsOnAccra renders below the Home content: a 'What's On' section title (24px bold) with a right-aligned 'See all' link (hidden when empty), a horizontal movie poster carousel, an events list, and a dashed advertiser CTA. Seeds from bundled ACCRA_MOVIES/ACCRA_EVENTS (currently empty by owner decision) then replaces with live GET {API_URL}/api/events on mount.","Section mounts on the Home tab; title reads 'What's On'; when the live API returns movies/events they replace the seed; 'See all' appears only when at least one listing is present and routes to /whatson; the whole block is wrapped in a 28px bottom margin","API returns nothing and seed is empty -> empty-state card shows (never a blank gap); API fetch rejects -> .catch swallows and seed/empty stays; seed movies past SEED_VALID_UNTIL are dropped; seed events with a past date are filtered out","1) Log in and open the Home tab 2) Scroll to 'What's On' 3) With live listings present, confirm movie carousel + events render and 'See all' shows 4) Kill network before open and confirm the section still renders an empty-state card, not a blank space","Passed","Home fetch has no AbortController/timeout (WhatsOnAccra.tsx:49-55) unlike see-all; non-blocking since seed/empty renders immediately so zero UX impact","Low","","","New surface, untracked. Verified components/WhatsOnAccra.tsx:34-56 (seed+live fetch), app/(tabs)/index.tsx:28,394 (mount) || P2: code-walk: mount index.tsx:394; seed+live fetch WhatsOnAccra.tsx:41-56; empty seed accra-events.ts:52,55; isEmpty empty-card :95-110 so section never blank-gaps"
"NG2","Events","What's On empty state (home section)","As a commuter I want a friendly placeholder when there are no listings so the section never silently vanishes","Rider","components/WhatsOnAccra.tsx","When movies.length===0 && events.length===0, a white card renders with a Clapperboard icon, 'Nothing on right now' and 'New movies and events land here every week.'; the 'See all' link, carousel, events list and advertiser CTA are all hidden while empty","isEmpty computed from both arrays; only the empty card shows when true; no 'See all', no carousel, no advertiser CTA render in the empty state","Seed arrays are empty by default (owner decision 2026-07-09) so this is the default state until /api/events returns rows; API returns empty arrays on home does NOT clear seed (home only sets state when data.movies/events length>0), so a non-empty seed persists","1) Ensure /api/events returns no rows (or offline with empty seed) 2) Open Home, scroll to What's On 3) Confirm the 'Nothing on right now' card shows with the clapperboard icon 4) Confirm no 'See all' link and no advertiser CTA are visible","Passed","","","","","Verified WhatsOnAccra.tsx:68,94-110; home fetch only overwrites when length>0 (WhatsOnAccra.tsx:52-53), unlike see-all which replaces outright || P2: code-walk: isEmpty from both arrays WhatsOnAccra.tsx:68; empty card only :95-110; See all/carousel/CTA all gated !isEmpty :82,113,236; home fetch overwrites only when length>0 :52-53 (keeps non-empty seed) unlike see-all replace-outright"
"NG3","Events","What's On 'See all' link","As a commuter I want to open a full listings screen from the home section","Rider","components/WhatsOnAccra.tsx -> app/whatson.tsx","Tapping 'See all' fires a Light haptic and router.push('/whatson'); the link (label + ChevronRight) renders only when the section is not empty","See all visible only when !isEmpty; tap triggers Haptics.impactAsync(Light) then navigation to /whatson","Empty state hides the link entirely so there is no dead-end tap; rapid taps just re-push the same route","1) Open Home with listings present 2) Tap 'See all' 3) Confirm haptic + navigation to the What's On see-all screen 4) Empty the listings and confirm the link disappears","Passed","","","","","Verified WhatsOnAccra.tsx:82-91 || P2: code-walk: See all gated !isEmpty WhatsOnAccra.tsx:82; Light haptic then router.push('/whatson') :85; empty state hides link (no dead-end tap)"
"NG4","Events","What's On movie carousel card (home)","As a commuter I want to browse now-showing movies as posters and tap one for details","Rider","components/WhatsOnAccra.tsx","Horizontal ScrollView of 128x192 poster cards; each shows either a real posterUrl ImageBackground or a LinearGradient fallback, a Clapperboard glyph, an optional light SPONSORED badge, title (2 lines), genre + optional rating, and the cinema name below. Tap calls openMovie(movie).","Poster uses posterUrl when present else movie.gradient; SPONSORED badge shows only when movie.sponsored; genre and '· rating' render; cinema label truncates to 1 line; tap = tracked click + nav to detail","Missing posterUrl falls back to gradient with no broken image; missing rating hides the '· rating' suffix; long titles clamp at 2 lines","1) Open Home with a movie listing 2) Confirm poster (or gradient) card with title/genre/cinema 3) Confirm a sponsored movie shows the SPONSORED pill 4) Tap the card and confirm it opens the event/movie detail","Passed","","","","","Verified WhatsOnAccra.tsx:115-171; openMovie in lib/whatson-shared.ts:144-154 || P2: code-walk: poster ImageBackground vs gradient fallback WhatsOnAccra.tsx:148-161; SPONSORED gated movie.sponsored :125; genre + optional rating :132; cinema 1-line :162-167; tap openMovie :145; toMovie always sets gradient DEFAULT_GRADIENT whatson-shared.ts:88"
